time (s),reference,Peltier,x = 0.1cm,x = 2.1cm,x = 6.1cm,x = 14.1cm,x = 30.1cm,x = 62.2cm
412,24.513,30.681,30.586,30.649,29.893,28.067,25.362,24.827
413,24.23,31.154,30.523,30.586,29.862,28.099,25.393,24.796
414,24.324,30.964,30.523,30.523,29.831,28.099,25.393,24.796
415,24.544,30.46,30.46,30.523,29.831,28.067,25.362,24.796
416,24.293,30.838,30.397,30.492,29.799,28.067,25.393,24.827
417,24.23,30.933,30.397,30.46,29.799,28.099,25.393,24.827
418,24.481,30.429,30.366,30.429,29.799,28.099,25.425,24.796
419,24.513,30.334,30.271,30.366,29.736,28.099,25.425,24.827
420,24.23,30.744,30.208,30.334,29.705,28.067,25.393,24.796
421,24.387,30.429,30.208,30.303,29.705,28.067,25.425,24.827
422,24.607,29.988,30.145,30.303,29.673,28.067,25.425,24.827
423,24.324,30.492,30.082,30.24,29.673,28.067,25.425,24.827
424,24.261,30.492,30.051,30.208,29.642,28.067,25.425,24.827
425,24.544,29.925,30.019,30.177,29.642,28.099,25.456,24.827
426,24.45,29.988,29.925,30.145,29.61,28.099,25.487,24.796
427,24.23,30.334,29.893,30.051,29.61,28.067,25.456,24.827
428,24.45,29.956,29.893,30.051,29.579,28.067,25.425,24.796
429,24.607,29.547,29.799,29.988,29.579,28.067,25.456,24.796
430,24.324,30.051,29.736,29.956,29.547,28.067,25.456,24.796
431,24.293,29.988,29.705,29.925,29.516,28.067,25.456,24.827
432,24.544,29.453,29.673,29.893,29.484,28.067,25.456,24.827
433,24.418,29.579,29.579,29.831,29.484,28.067,25.456,24.827
434,24.261,29.862,29.579,29.799,29.453,28.067,25.487,24.796
435,24.481,29.453,29.547,29.736,29.453,28.067,25.456,24.827
436,24.607,29.106,29.484,29.736,29.421,28.067,25.487,24.827
437,24.261,29.642,29.39,29.705,29.39,28.036,25.519,24.827
438,24.355,29.516,29.39,29.642,29.327,28.099,25.487,24.827
439,24.576,28.98,29.358,29.579,29.358,28.067,25.487,24.827
440,24.481,29.106,29.232,29.579,29.295,28.036,25.487,24.827
441,24.261,29.484,29.201,29.516,29.295,28.036,25.519,24.827
442,24.45,29.075,29.201,29.453,29.264,28.036,25.519,24.796
443,24.67,28.634,29.138,29.421,29.264,28.036,25.487,24.827
444,24.355,29.106,29.043,29.39,29.232,28.067,25.487,24.827
445,24.387,29.075,29.043,29.327,29.201,28.036,25.519,24.827
446,24.607,28.508,28.98,29.295,29.169,28.067,25.519,24.859
447,24.576,28.665,28.886,29.232,29.169,28.036,25.519,24.827
448,24.324,28.949,28.886,29.201,29.138,28.036,25.519,24.796
449,24.544,28.477,28.823,29.169,29.106,28.036,25.519,24.827
450,24.638,28.193,28.76,29.138,29.075,28.036,25.55,24.827
451,24.355,28.697,28.665,29.075,29.043,28.036,25.55,24.827
452,24.418,28.508,28.634,29.012,29.043,28.004,25.55,24.827
453,24.638,28.004,28.603,28.98,29.012,27.973,25.55,24.827
454,24.387,28.288,28.54,28.917,28.98,28.004,25.55,24.827
455,24.324,28.414,28.508,28.886,28.949,28.004,25.55,24.827
456,24.576,27.941,28.477,28.823,28.917,27.973,25.55,24.827
457,24.576,27.879,28.382,28.823,28.886,27.973,25.55,24.827
458,24.324,28.225,28.319,28.76,28.886,28.004,25.55,24.827
459,24.513,27.91,28.288,28.697,28.823,27.973,25.582,24.827
460,24.67,27.469,28.256,28.665,28.823,27.973,25.582,24.859
461,24.387,27.941,28.162,28.603,28.791,27.973,25.582,24.796
462,24.45,27.879,28.13,28.54,28.791,27.973,25.582,24.859
463,24.638,27.375,28.067,28.508,28.728,27.973,25.582,24.827
464,24.544,27.501,27.973,28.477,28.697,27.941,25.613,24.827
465,24.324,27.753,27.941,28.414,28.697,27.941,25.613,24.827
466,24.576,27.344,27.941,28.351,28.665,27.941,25.582,24.827
467,24.67,26.966,27.847,28.351,28.634,27.941,25.613,24.859
468,24.355,27.501,27.784,28.319,28.603,27.91,25.613,24.827
469,24.387,27.406,27.721,28.225,28.571,27.91,25.613,24.827
470,24.638,26.872,27.721,28.193,28.54,27.91,25.613,24.827
471,24.607,26.934,27.627,28.13,28.508,27.91,25.613,24.827
472,24.355,27.312,27.564,28.099,28.477,27.879,25.613,24.859
473,24.513,26.997,27.564,28.036,28.445,27.879,25.613,24.827
474,24.701,26.525,27.469,28.004,28.414,27.91,25.613,24.827
475,24.481,26.934,27.375,27.973,28.382,27.847,25.645,24.827
476,24.45,26.872,27.375,27.91,28.382,27.879,25.645,24.859
477,24.67,26.4,27.312,27.847,28.351,27.879,25.613,24.827
478,24.544,26.494,27.218,27.816,28.288,27.879,25.645,24.859
479,24.418,26.777,27.155,27.753,28.288,27.879,25.645,24.827
480,24.607,26.4,27.123,27.69,28.256,27.847,25.645,24.859
481,24.733,25.991,27.092,27.69,28.256,27.847,25.645,24.827
482,24.45,26.463,26.997,27.627,28.193,27.847,25.645,24.859
483,24.45,26.431,26.966,27.564,28.162,27.816,25.645,24.859
484,24.701,25.928,26.934,27.501,28.13,27.816,25.645,24.859
485,24.576,25.959,26.84,27.469,28.099,27.784,25.645,24.827
486,24.387,26.305,26.777,27.406,28.099,27.784,25.676,24.859
487,24.576,25.991,26.777,27.375,28.036,27.816,25.676,24.827
488,24.733,25.487,26.714,27.312,28.004,27.753,25.676,24.859
489,24.513,25.865,26.588,27.249,28.004,27.753,25.676,24.859
490,24.45,25.928,26.588,27.218,27.941,27.753,25.676,24.859
491,24.638,25.487,26.525,27.186,27.941,27.721,25.676,24.859
492,24.733,25.267,26.463,27.123,27.879,27.753,25.676,24.859
493,24.418,25.739,26.368,27.092,27.847,27.721,25.676,24.859
494,24.513,25.519,26.337,26.997,27.816,27.721,25.676,24.827
495,24.733,25.079,26.274,26.997,27.784,27.721,25.676,24.859
496,24.576,25.236,26.179,26.903,27.784,27.69,25.708,24.827
497,24.45,25.487,26.148,26.872,27.721,27.69,25.676,24.859
498,24.607,25.079,26.117,26.809,27.69,27.69,25.676,24.827
499,24.764,24.701,26.054,26.777,27.658,27.69,25.708,24.859
500,24.481,25.142,25.928,26.746,27.627,27.658,25.708,24.827
501,24.481,25.047,25.928,26.651,27.595,27.658,25.739,24.859
502,24.701,24.576,25.865,26.588,27.564,27.627,25.676,24.859
503,24.607,24.638,25.771,26.557,27.564,27.658,25.739,24.859
504,24.45,24.953,25.739,26.494,27.501,27.627,25.739,24.827
505,24.607,24.638,25.739,26.463,27.469,27.627,25.708,24.827
506,24.796,24.198,25.645,26.4,27.406,27.627,25.708,24.859
507,24.513,24.576,25.519,26.337,27.375,27.595,25.708,24.859
508,24.45,24.67,25.519,26.305,27.375,27.595,25.708,24.859
509,24.67,24.261,25.487,26.242,27.312,27.564,25.739,24.859
510,24.796,23.915,25.393,26.179,27.312,27.564,25.739,24.859
511,24.513,24.387,25.299,26.148,27.281,27.564,25.739,24.859
512,24.513,24.261,25.33,26.085,27.249,27.532,25.739,24.827
513,24.764,23.821,25.236,26.022,27.186,27.532,25.739,24.859
514,24.67,23.821,25.142,25.991,27.155,27.501,25.739,24.859
515,24.45,24.135,25.11,25.928,27.155,27.501,25.739,24.859
516,24.607,23.79,25.079,25.865,27.092,27.501,25.771,24.859
517,24.827,23.35,24.984,25.833,27.06,27.501,25.739,24.859
518,24.513,23.853,24.89,25.771,27.029,27.501,25.739,24.859
519,24.513,23.821,24.859,25.708,26.997,27.469,25.739,24.859
520,24.701,23.412,24.859,25.676,26.934,27.438,25.771,24.89
521,24.796,23.161,24.733,25.613,26.966,27.406,25.739,24.89
522,24.481,23.601,24.67,25.582,26.872,27.406,25.771,24.859
523,24.638,23.35,24.638,25.456,26.872,27.406,25.739,24.827
524,24.796,22.91,24.576,25.425,26.809,27.375,25.771,24.859
525,24.576,23.224,24.481,25.393,26.777,27.375,25.771,24.859
526,24.481,23.287,24.45,25.33,26.746,27.375,25.771,24.859
527,24.701,22.91,24.387,25.267,26.714,27.375,25.771,24.859
528,24.827,22.627,24.293,25.236,26.683,27.344,25.771,24.859
529,24.45,23.098,24.23,25.173,26.62,27.344,25.771,24.859
530,24.544,22.941,24.198,25.142,26.62,27.344,25.802,24.859
531,24.764,22.533,24.135,25.047,26.588,27.281,25.771,24.89
532,24.701,22.564,24.073,25.016,26.525,27.281,25.771,24.859
533,24.481,22.878,24.01,24.984,26.494,27.312,25.771,24.859
534,24.67,22.533,23.978,24.921,26.463,27.281,25.771,24.859
535,24.827,22.124,23.915,24.827,26.431,27.249,25.771,24.89
536,24.607,22.501,23.821,24.827,26.4,27.249,25.802,24.89
537,24.544,22.501,23.79,24.764,26.368,27.249,25.771,24.859
538,24.733,22.124,23.727,24.733,26.274,27.218,25.802,24.89
539,24.796,21.904,23.695,24.638,26.305,27.218,25.802,24.89
540,24.544,22.281,23.601,24.576,26.211,27.186,25.771,24.859
541,24.638,22.093,23.57,24.544,26.211,27.186,25.802,24.89
542,24.859,21.653,23.507,24.481,26.148,27.186,25.771,24.859
543,24.607,21.904,23.412,24.45,26.148,27.155,25.802,24.89
544,24.544,22.061,23.381,24.387,26.085,27.123,25.771,24.89
545,24.701,21.684,23.35,24.324,26.054,27.123,25.802,24.89
546,24.827,21.307,23.255,24.261,26.054,27.092,25.802,24.89
547,24.576,21.779,23.161,24.23,25.959,27.092,25.802,24.859
548,24.607,21.684,23.13,24.167,25.959,27.092,25.833,24.89
549,24.764,21.245,23.098,24.104,25.896,27.06,25.771,24.89
550,24.733,21.213,23.004,24.073,25.865,27.06,25.802,24.89
551,24.481,21.622,22.941,24.01,25.833,27.06,25.802,24.89
552,24.607,21.339,22.941,23.978,25.802,27.029,25.802,24.89
553,24.827,20.899,22.878,23.915,25.739,26.997,25.802,24.89
554,24.67,21.119,22.784,23.853,25.708,26.966,25.802,24.89
555,24.576,21.245,22.721,23.79,25.676,26.997,25.802,24.89
556,24.764,20.899,22.69,23.727,25.676,26.966,25.802,24.89
557,24.859,20.585,22.595,23.727,25.613,26.966,25.802,24.89
558,24.544,20.993,22.533,23.632,25.582,26.934,25.802,24.89
559,24.638,20.836,22.501,23.57,25.55,26.903,25.802,24.89
560,24.859,20.397,22.47,23.538,25.487,26.872,25.833,24.89
561,24.607,20.648,22.375,23.444,25.487,26.903,25.802,24.859
562,24.513,20.868,22.313,23.412,25.425,26.872,25.802,24.89
563,24.701,20.522,22.281,23.35,25.393,26.84,25.833,24.859
564,24.859,20.083,22.218,23.318,25.33,26.84,25.833,24.859
565,24.607,20.46,22.124,23.255,25.299,26.84,25.833,24.921
566,24.576,20.491,22.093,23.192,25.299,26.809,25.833,24.89
567,24.796,20.146,22.061,23.161,25.204,26.777,25.833,24.89
568,24.827,19.832,21.967,23.098,25.204,26.777,25.833,24.921
569,24.544,20.303,21.904,23.035,25.142,26.777,25.802,24.89
570,24.638,20.146,21.873,23.004,25.142,26.746,25.833,24.89
571,24.827,19.738,21.81,22.941,25.079,26.714,25.833,24.89
572,24.764,19.769,21.747,22.878,25.047,26.714,25.802,24.89
573,24.576,20.051,21.684,22.847,25.016,26.714,25.833,24.921
574,24.67,19.769,21.653,22.784,24.984,26.683,25.802,24.89
575,24.859,19.329,21.59,22.753,24.921,26.651,25.833,24.89
576,24.67,19.675,21.527,22.69,24.89,26.62,25.833,24.921
577,24.576,19.8,21.465,22.627,24.859,26.62,25.802,24.89
578,24.733,19.455,21.433,22.564,24.827,26.588,25.833,24.89
579,24.89,19.047,21.37,22.533,24.796,26.62,25.833,24.921
580,24.576,19.518,21.276,22.47,24.733,26.588,25.833,24.921
581,24.607,19.486,21.213,22.407,24.701,26.588,25.833,24.89
582,24.796,19.078,21.182,22.375,24.638,26.525,25.833,24.89
583,24.859,18.827,21.119,22.313,24.638,26.525,25.833,24.89
584,24.576,19.298,21.056,22.25,24.576,26.525,25.802,24.921
585,24.638,19.141,20.993,22.187,24.544,26.494,25.802,24.921
586,24.827,18.733,20.962,22.156,24.513,26.463,25.833,24.921
587,24.764,18.827,20.868,22.124,24.45,26.4,25.802,24.859
588,24.544,19.11,20.836,22.03,24.45,26.4,25.802,24.921
589,24.67,18.796,20.836,21.967,24.387,26.431,25.833,24.921
590,24.89,18.388,20.742,21.967,24.355,26.4,25.802,24.89
591,24.67,18.702,20.648,21.936,24.324,26.4,25.833,24.89
592,24.607,18.765,20.617,21.841,24.293,26.368,25.802,24.921
593,24.764,18.419,20.585,21.81,24.261,26.368,25.833,24.921
594,24.89,18.106,20.522,21.747,24.198,26.337,25.833,24.921
595,24.607,18.545,20.428,21.684,24.167,26.305,25.802,24.921
596,24.67,18.451,20.397,21.622,24.135,26.274,25.802,24.921
597,24.827,18.074,20.334,21.622,24.104,26.274,25.833,24.921
598,24.827,17.98,20.303,21.559,24.041,26.242,25.833,24.921
599,24.576,18.419,20.24,21.496,24.01,26.242,25.833,24.921
600,24.67,18.168,20.208,21.433,23.978,26.211,25.802,24.921
601,24.827,17.792,20.146,21.37,23.947,26.211,25.833,24.921
602,24.764,17.917,20.051,21.339,23.884,26.179,25.802,24.921
603,24.544,18.106,20.02,21.245,23.853,26.148,25.802,24.921
604,24.733,17.823,20.02,21.213,23.821,26.179,25.833,24.921
605,24.89,17.478,19.894,21.182,23.79,26.148,25.833,24.921
606,24.67,17.823,19.863,21.15,23.758,26.117,25.833,24.921
607,24.607,17.823,19.832,21.119,23.695,26.085,25.802,24.921
608,24.859,17.447,19.8,21.056,23.664,26.085,25.802,24.89
609,24.859,17.259,19.706,20.993,23.632,26.054,25.802,24.921
610,24.576,17.698,19.643,20.931,23.57,26.022,25.802,24.921
611,24.67,17.541,19.612,20.868,23.57,25.991,25.833,24.921
612,24.859,17.102,19.581,20.836,23.507,25.991,25.833,24.921
613,24.701,17.29,19.486,20.774,23.475,25.991,25.802,24.921
614,24.513,17.572,19.455,20.711,23.444,25.959,25.833,24.921
615,24.701,17.29,19.455,20.679,23.412,25.959,25.802,24.921
616,24.827,16.882,19.361,20.648,23.35,25.928,25.802,24.921
617,24.733,17.07,19.298,20.617,23.35,25.928,25.802,24.921
618,24.576,17.29,19.235,20.554,23.287,25.896,25.802,24.953
619,24.764,17.008,19.235,20.491,23.224,25.865,25.802,24.921
620,24.89,16.6,19.173,20.46,23.224,25.833,25.802,24.921
621,24.701,16.945,19.078,20.397,23.161,25.833,25.771,24.921
622,24.607,17.07,19.047,20.365,23.13,25.833,25.802,24.921
623,24.796,16.725,19.047,20.303,23.098,25.802,25.802,24.921
624,24.921,16.349,18.953,20.271,23.067,25.771,25.802,24.921
625,24.638,16.819,18.89,20.208,23.035,25.771,25.802,24.921
626,24.701,16.725,18.89,20.177,23.004,25.739,25.802,24.921
627,24.827,16.38,18.827,20.114,22.973,25.708,25.802,24.921
628,24.89,16.255,18.765,20.083,22.91,25.708,25.771,24.921
629,24.607,16.694,18.702,20.051,22.878,25.676,25.771,24.953
630,24.638,16.506,18.702,19.989,22.847,25.676,25.802,24.953
631,24.827,16.161,18.639,19.926,22.815,25.613,25.771,24.953
632,24.796,16.098,18.576,19.894,22.753,25.613,25.802,24.921
633,24.544,16.506,18.513,19.863,22.753,25.613,25.802,24.921
634,24.67,16.318,18.513,19.8,22.69,25.582,25.802,24.921
635,24.89,15.941,18.451,19.769,22.658,25.582,25.771,24.953
636,24.764,16.004,18.388,19.706,22.627,25.55,25.771,24.921
637,24.607,16.286,18.357,19.675,22.595,25.519,25.802,24.953
638,24.701,16.036,18.325,19.643,22.564,25.487,25.802,24.953
639,24.921,15.659,18.262,19.612,22.533,25.487,25.802,24.953
640,24.67,15.973,18.2,19.549,22.501,25.456,25.771,24.953
641,24.607,16.036,18.137,19.486,22.47,25.456,25.771,24.953
642,24.764,15.722,18.137,19.486,22.407,25.425,25.771,24.953
643,24.89,15.409,18.074,19.424,22.407,25.362,25.771,24.953
644,24.607,15.91,18.011,19.392,22.313,25.393,25.771,24.953
645,24.638,15.816,17.98,19.329,22.313,25.362,25.771,24.953
646,24.796,15.471,17.949,19.298,22.281,25.33,25.771,24.984
647,24.859,15.252,17.886,19.235,22.25,25.299,25.771,24.953
648,24.607,15.722,17.855,19.204,22.187,25.299,25.739,24.921
649,24.638,15.628,17.823,19.141,22.156,25.299,25.771,24.953
650,24.827,15.22,17.792,19.11,22.124,25.267,25.771,24.953
651,24.796,15.158,17.698,19.078,22.124,25.236,25.771,24.953
652,24.576,15.597,17.666,19.047,22.061,25.204,25.739,24.921
653,24.67,15.377,17.635,18.984,22.03,25.236,25.771,24.953
654,24.89,15.001,17.635,18.953,21.999,25.173,25.771,24.953
655,24.827,15.095,17.541,18.921,21.967,25.173,25.708,24.953
656,24.544,15.409,17.51,18.859,21.904,25.142,25.739,24.953
657,24.67,15.189,17.51,18.827,21.873,25.11,25.739,24.984
658,24.859,14.813,17.478,18.796,21.841,25.079,25.708,24.953
659,24.701,15.001,17.384,18.765,21.81,25.079,25.739,24.984
660,24.638,15.189,17.384,18.702,21.81,25.079,25.739,24.984
661,24.764,14.907,17.353,18.67,21.747,25.047,25.708,24.984
662,24.89,14.562,17.29,18.639,21.716,25.016,25.739,24.953
663,24.638,14.97,17.196,18.608,21.684,24.984,25.708,24.953
664,24.576,15.001,17.196,18.545,21.622,24.984,25.739,24.984
665,24.764,14.688,17.164,18.513,21.653,24.953,25.739,24.984
666,24.89,14.437,17.102,18.482,21.59,24.953,25.708,24.984
667,24.576,14.876,17.039,18.419,21.559,24.921,25.739,24.953
668,24.638,14.782,17.039,18.388,21.527,24.89,25.708,24.953
669,24.796,14.437,17.039,18.357,21.465,24.89,25.708,24.984
670,24.764,14.437,16.945,18.325,21.465,24.859,25.708,24.984
671,24.544,14.844,16.914,18.294,21.433,24.859,25.708,24.953
672,24.67,14.594,16.914,18.231,21.402,24.796,25.708,24.953
673,24.859,14.249,16.882,18.2,21.339,24.796,25.708,24.953
674,24.764,14.343,16.788,18.2,21.307,24.764,25.708,24.984
675,24.544,14.656,16.788,18.137,21.307,24.764,25.708,24.984
676,24.67,14.437,16.757,18.074,21.245,24.733,25.708,24.984
677,24.859,14.061,16.725,18.074,21.213,24.701,25.708,24.953
678,24.67,14.343,16.663,18.043,21.182,24.701,25.708,24.984
679,24.576,14.468,16.663,18.011,21.15,24.67,25.676,24.984
680,24.764,14.155,16.631,17.98,21.119,24.67,25.676,24.953
681,24.859,13.873,16.569,17.917,21.119,24.607,25.676,24.984
682,24.576,14.343,16.506,17.886,21.056,24.607,25.708,24.984
683,24.576,14.312,16.506,17.855,21.025,24.576,25.676,24.984
684,24.796,13.967,16.506,17.823,20.993,24.576,25.676,24.984
685,24.859,13.748,16.443,17.792,20.962,24.544,25.676,24.984
686,24.576,14.249,16.38,17.729,20.962,24.544,25.645,24.984
687,24.638,14.155,16.38,17.729,20.899,24.513,25.645,25.016
688,24.796,13.81,16.38,17.666,20.868,24.481,25.645,24.984
689,24.733,13.748,16.318,17.635,20.836,24.45,25.645,24.953
690,24.544,14.186,16.286,17.635,20.805,24.45,25.645,24.984
691,24.67,13.998,16.255,17.604,20.774,24.418,25.645,24.984
692,24.827,13.622,16.255,17.541,20.774,24.418,25.645,24.984
693,24.796,13.748,16.161,17.51,20.742,24.355,25.645,24.984
694,24.513,14.124,16.13,17.478,20.679,24.387,25.645,25.016
695,24.638,13.873,16.161,17.478,20.648,24.355,25.613,25.016
696,24.827,13.497,16.13,17.447,20.648,24.324,25.613,24.984
697,24.733,13.622,16.036,17.415,20.617,24.324,25.645,25.016
698,24.513,13.967,16.036,17.384,20.585,24.293,25.613,24.984
699,24.638,13.748,16.067,17.321,20.554,24.293,25.613,24.984
700,24.827,13.372,16.004,17.321,20.522,24.261,25.613,24.984
701,24.701,13.56,15.973,17.259,20.491,24.23,25.613,24.984
702,24.513,13.81,15.941,17.259,20.46,24.23,25.613,25.016
703,24.67,13.56,15.91,17.227,20.46,24.198,25.613,24.984
704,24.859,13.246,15.879,17.196,20.397,24.167,25.613,25.016
705,24.576,13.591,15.816,17.164,20.397,24.135,25.582,25.016
706,24.513,13.716,15.816,17.133,20.365,24.135,25.582,24.984
707,24.701,13.403,15.816,17.102,20.334,24.104,25.582,25.016
708,24.827,13.09,15.753,17.07,20.334,24.104,25.582,25.016
709,24.544,13.56,15.722,17.039,20.271,24.073,25.582,24.984
710,24.576,13.56,15.722,17.039,20.24,24.073,25.55,25.016
711,24.701,13.246,15.722,17.008,20.208,24.01,25.582,24.984
712,24.796,13.09,15.659,16.976,20.208,24.01,25.55,25.016
713,24.513,13.56,15.628,16.945,20.146,23.978,25.582,24.984
714,24.607,13.403,15.597,16.882,20.146,23.978,25.582,25.016
715,24.764,13.027,15.565,16.882,20.114,23.947,25.582,25.016
716,24.701,13.152,15.565,16.851,20.083,23.947,25.55,25.016
717,24.45,13.497,15.503,16.851,20.083,23.947,25.519,24.984
718,24.638,13.278,15.534,16.788,20.051,23.915,25.55,25.016
719,24.796,12.902,15.503,16.757,20.02,23.884,25.519,25.016
720,24.576,13.246,15.471,16.788,19.989,23.884,25.519,25.016
721,24.481,13.403,15.471,16.757,19.957,23.821,25.519,25.016
722,24.67,13.152,15.471,16.694,19.957,23.853,25.487,24.984
723,24.827,12.839,15.44,16.694,19.926,23.821,25.519,25.016
724,24.544,13.278,15.409,16.694,19.863,23.79,25.519,25.016
725,24.544,13.309,15.377,16.631,19.863,23.758,25.519,25.016
726,24.67,13.027,15.377,16.631,19.8,23.727,25.519,25.016
727,24.764,12.839,15.314,16.6,19.8,23.758,25.487,25.016
728,24.481,13.34,15.314,16.6,19.769,23.695,25.487,25.016
729,24.576,13.152,15.346,16.569,19.769,23.664,25.487,25.016
730,24.764,12.808,15.314,16.537,19.738,23.664,25.487,25.016
731,24.638,12.964,15.252,16.537,19.706,23.632,25.487,25.016
732,24.481,13.278,15.252,16.475,19.675,23.664,25.487,25.016
733,24.638,13.027,15.252,16.475,19.643,23.601,25.487,25.016
734,24.796,12.682,15.252,16.475,19.643,23.57,25.456,25.016
735,24.544,13.121,15.189,16.443,19.612,23.57,25.487,25.016
736,24.45,13.246,15.189,16.412,19.581,23.57,25.487,25.047
737,24.67,12.933,15.22,16.38,19.581,23.538,25.456,25.016
738,24.796,12.682,15.158,16.38,19.549,23.538,25.456,25.016
739,24.481,13.121,15.126,16.38,19.518,23.507,25.456,25.016
740,24.513,13.152,15.126,16.318,19.486,23.475,25.425,25.016
741,24.638,12.839,15.158,16.349,19.455,23.475,25.456,25.016
742,24.733,12.682,15.095,16.318,19.455,23.444,25.425,25.047
743,24.45,13.184,15.095,16.286,19.455,23.444,25.425,25.016
744,24.544,13.058,15.095,16.286,19.392,23.412,25.425,25.016
745,24.733,12.714,15.095,16.255,19.361,23.381,25.425,25.047
746,24.67,12.839,15.032,16.255,19.392,23.35,25.425,25.016
747,24.45,13.152,15.032,16.224,19.361,23.35,25.425,25.016
748,24.607,12.933,15.064,16.224,19.329,23.35,25.425,25.047
749,24.764,12.589,15.032,16.192,19.329,23.318,25.425,25.047
750,24.513,12.996,15.001,16.161,19.298,23.287,25.393,25.047
751,24.45,13.152,14.97,16.161,19.267,23.287,25.362,25.047
752,24.607,12.839,15.001,16.13,19.267,23.287,25.393,25.047
753,24.733,12.589,14.97,16.13,19.235,23.255,25.362,25.016
754,24.45,13.121,14.938,16.13,19.235,23.255,25.393,25.016
755,24.481,13.027,14.97,16.098,19.204,23.224,25.362,25.047
756,24.638,12.714,14.938,16.098,19.173,23.224,25.362,25.016
757,24.701,12.62,14.938,16.098,19.173,23.192,25.362,25.047
758,24.418,13.152,14.907,16.067,19.141,23.161,25.393,25.047
759,24.481,12.996,14.938,16.036,19.141,23.13,25.362,25.016
760,24.701,12.682,14.938,16.036,19.141,23.13,25.362,25.047
761,24.638,12.776,14.876,16.036,19.078,23.13,25.33,25.016
762,24.387,13.184,14.907,16.004,19.078,23.098,25.362,25.047
763,24.481,12.996,14.938,16.036,19.047,23.067,25.362,25.047
